ID;Name;User;TimeStamp;NetworkGen;NetworkType;Active;MCC;MNC;LAC;CID;PSC;RSSI
523;Приморская 3;alex;1417272230376;3G;HSDPA;1;250;2;7803;8294913;-1;-113
524;Приморская 4;alex;1417272263956;3G;HSDPA;1;250;2;7803;8312380;-1;-113
511;Василеостровская 1;alex;1417272376284;2G;EDGE;1;250;2;7803;17501;-1;0
512;Василеостровская 2;alex;1417272392979;3G;HSDPA;1;250;2;7803;8291748;-1;-113
513;Василеостровская 3;alex;1417272430088;3G;HSDPA;1;250;2;7803;8291749;-1;-113
514;Василеостровская 4;alex;1417272452795;3G;HSDPA;1;250;2;7803;8291749;-1;-113
491;Гостиный двор 1;alex;1417272650352;2G;EDGE;1;250;2;7803;15413;-1;0
492;Гостиный двор 2;alex;1417272673122;3G;HSDPA;1;250;2;7803;8322243;-1;-113
323;Невский проспект 3;alex;1417273012763;3G;HSDPA;1;250;2;7803;8321890;-1;-113
324;Невский проспект 4;alex;1417273026184;3G;HSDPA;1;250;2;7803;8321890;-1;-113
331;Горьковская 1;alex;1417273155100;2G;EDGE;1;250;2;7803;22395;-1;0
332;Горьковская 2;alex;1417273174690;3G;HSDPA;1;250;2;7803;8291718;-1;-113
333;Горьковская 3;alex;1417273197378;3G;HSDPA;1;250;2;7803;8291716;-1;-113
334;Горьковская 4;alex;1417273219609;3G;HSDPA;1;250;2;7803;8317773;-1;-113
341;Петроградская 1;alex;1417273270131;3G;HSDPA;1;250;2;7803;8317776;-1;-113
342;Петроградская 2;alex;1417273287893;3G;HSDPA;1;250;2;7803;8317776;-1;-113
343;Петроградская 3;alex;1417273323609;3G;HSDPA;1;250;2;7803;8317776;-1;-113
344;Петроградская 4;alex;1417273334194;3G;HSDPA;1;250;2;7803;8317776;-1;-113
351;Чёрная речка 1;alex;1417273482323;2G;EDGE;1;250;2;7803;22397;-1;0
352;Чёрная речка 2;alex;1417273502616;2G;EDGE;1;250;2;7803;14189;-1;0
353;Чёрная речка 3;alex;1417273531444;3G;HSDPA;1;250;2;7803;8321281;-1;-113
354;Чёрная речка 4;alex;1417273542484;3G;HSDPA;1;250;2;7803;8321281;-1;-113
361;Пионерская 1;alex;1417273657856;3G;HSDPA;1;250;2;7803;8291732;-1;-113
362;Пионерская 2;alex;1417273675810;3G;HSDPA;1;250;2;7803;8315308;-1;-113
363;Пионерская 3;alex;1417273706360;3G;HSDPA;1;250;2;7803;8291731;-1;-113
364;Пионерская 4;alex;1417273727815;3G;HSDPA;1;250;2;7803;8291731;-1;-113
371;Удельная 1;alex;1417273830705;3G;HSDPA;1;250;2;7803;8317597;-1;-113
372;Удельная 2;alex;1417273848430;3G;HSDPA;1;250;2;7803;8294990;-1;-113
373;Удельная 3;alex;1417279656341;3G;HSDPA;1;250;2;7803;8294990;-1;-113
374;Удельная 4;alex;1417279667581;3G;HSDPA;1;250;2;7803;8294990;-1;-113
361;Пионерская 1;alex;1417279775563;3G;HSDPA;1;250;2;7803;8291731;-1;-113
362;Пионерская 2;alex;1417279798241;3G;HSDPA;1;250;2;7803;8315308;-1;-113
363;Пионерская 3;alex;1417279826723;3G;HSDPA;1;250;2;7803;8315308;-1;-113
364;Пионерская 4;alex;1417279836773;3G;HSDPA;1;250;2;7803;8315308;-1;-113
351;Чёрная речка 1;alex;1417279954348;3G;HSDPA;1;250;2;7803;8322235;-1;-113
352;Чёрная речка 2;alex;1417279975730;3G;HSDPA;1;250;2;7803;8321281;-1;-113
353;Чёрная речка 3;alex;1417280005371;3G;HSDPA;1;250;2;7803;8291733;-1;-113
354;Чёрная речка 4;alex;1417280034622;3G;HSDPA;1;250;2;7803;8291733;-1;-113
341;Петроградская 1;alex;1417280160908;3G;HSDPA;1;250;2;7803;8317776;-1;-113
342;Петроградская 2;alex;1417280183733;3G;HSDPA;1;250;2;7803;8317776;-1;-113
343;Петроградская 3;alex;1417280215327;3G;HSDPA;1;250;2;7803;8317776;-1;-113
331;Петроградская 4;alex;1417280231948;3G;HSDPA;1;250;2;7803;8317776;-1;-113
331;Горьковская 1;alex;1417280294023;3G;HSDPA;1;250;2;7803;8291716;-1;-113
332;Горьковская 2;alex;1417280315673;3G;HSDPA;1;250;2;7803;8291718;-1;-113
333;Горьковская 3;alex;1417280340321;3G;HSDPA;1;250;2;7803;8291718;-1;-113
334;Горьковская 4;alex;1417280351438;3G;HSDPA;1;250;2;7803;8291718;-1;-113
321;Невский проспект 1;alex;1417280498092;3G;HSDPA;1;250;2;7803;8318707;-1;-113
322;Невский проспект 2;alex;1417280517627;3G;HSDPA;1;250;2;7803;8321890;-1;-113
493;Гостиный двор 3;alex;1417280832083;3G;HSDPA;1;250;2;7803;8322243;-1;-113
494;Гостиный двор 4;alex;1417280863288;3G;HSDPA;1;250;2;7803;8322243;-1;-113
511;Василеостровская 1;alex;1417281033445;3G;HSDPA;1;250;2;7803;8291748;-1;-113
512;Василеостровская 2;alex;1417281051365;3G;HSDPA;1;250;2;7803;8291748;-1;-113
513;Василеостровская 3;alex;1417281084550;3G;HSDPA;1;250;2;7803;8291748;-1;-113
514;Василеостровская 4;alex;1417281111484;3G;HSDPA;1;250;2;7803;8291748;-1;-113
521;Приморская 1;alex;1417281218919;3G;HSDPA;1;250;2;7803;8312380;-1;-113
522;Приморская 2;alex;1417281237961;3G;HSDPA;1;250;2;7803;8307470;-1;-113
