,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,index,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
7677,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-70.8746879486,1.43585395227e+12,Anna,0.945,1.0,52383.0,7736-1000,1.0,byCorr,25002.0,,1435850611,0.94,-67.0,098-099,99,98,597905036.0,098-099-201507021917-Anna-move.csv,37.6078083053,55.7201479925
8026,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-71.0,1.43591806652e+12,Anna,0.80128,1.0,52932.0,7736-1000,1.0,byCorr,25002.0,,1435915183,0.94,-67.0,098-099,99,98,244724959.0,098-099-201507031306-Anna-move.csv,37.6078098089,55.7201388552
7950,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-61.0,1.43591638205e+12,Andrey,0.97837,1.0,52830.0,7736-1000,1.0,byCorr,25002.0,,1435916299,0.86,-61.0,098-099,99,98,244724959.0,098-099-201507031238-Andrey-move.csv,37.6076512627,55.7210198153
7950,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-61.0,1.43591638205e+12,Andrey,0.97837,1.0,52830.0,7736-1000,1.0,byCorr,25002.0,,1435916299,0.87,-61.0,098-099,99,98,244724959.0,098-099-201507031238-Andrey-move.csv,37.6076512627,55.7210198153
40,,1000,,7736,,,,2G,EDGE,5,,,-98.0,,,0.99577,1.0,,7736-1000,1.0,byCorr,,0.66,1435850455,0.352519502425,,099-098,98,99,,,,
37,,1000,,7736,,,,2G,EDGE,5,,,-95.0,,,0.97325,1.0,,7736-1000,1.0,byCorr,,-0.68,1435850763,0.319334550619,,099-098,98,99,,,,
41,,1000,,7736,,,,2G,EDGE,5,,,-101.0,,,0.99122,1.0,,7736-1000,1.0,byCorr,,0.26,1435851060,0.330453149002,,099-098,98,99,,,,
40,,1000,,7736,,,,2G,EDGE,5,,,-106.0,,,0.99093,1.0,,7736-1000,1.0,byCorr,,0.87,1435916076,0.395459976105,,099-098,98,99,,,,
8399,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-55.369955544,1.43585083863e+12,Andrey,0.4913,1.0,53667.0,7736-340,1.0,byCorr,25002.0,,1435850763,0.860215053763,-55.369955544,099-098,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.6099001002,55.7288510599
9033,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-59.6355566632,1.43591616157e+12,Andrey,0.55923,1.0,54616.0,7736-340,1.0,byCorr,25002.0,,1435916076,0.849462365591,-59.6355566632,099-098,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.60970603,55.7287720369
9313,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-65.2833182279,1.43585145931e+12,Andrey,0.98375,1.0,56258.0,7736-1010,1.0,byCorr,25002.0,,1435851320,0.980392156863,-67.0,099-100,100,99,597905036.0,099-100-201507021835-Andrey-move.csv,37.5864438768,55.7079750758
9608,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-60.2573940022,1.43591823182e+12,Anna,0.97577,1.0,56914.0,7736-1010,1.0,byCorr,25002.0,,1435915305,0.928104575163,-63.4956946565,099-100,100,99,244724959.0,099-100-201507031308-Anna-move.csv,37.5875313773,55.7085965053
9608,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-60.2573940022,1.43591823182e+12,Anna,0.97577,1.0,56914.0,7736-1010,1.0,byCorr,25002.0,,1435915305,0.934640522876,-70.6192047245,099-100,100,99,244724959.0,099-100-201507031308-Anna-move.csv,37.5875313773,55.7085965053
51,,1000,,7736,,,,2G,EDGE,3,,,-102.0,,,0.97055,1.0,,7736-1000,1.0,byCorr,,0.36,1435851320,0.273623573723,,099-100,100,99,,,,
48,,1000,,7736,,,,2G,EDGE,3,,,-101.0,,,0.96896,1.0,,7736-1000,1.0,byCorr,,0.78,1435916431,0.274376417234,,099-100,100,99,,,,
64,,1010,,7736,,,,2G,EDGE,3,,,-105.0,,,0.99373,1.0,,7736-1010,1.0,byCorr,,0.7,1435904128,0.352628077179,,100-099,99,100,,,,
10095,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-65.3453212367,1.43591604171e+12,Andrey,0.89442,1.0,58652.0,7736-1000,1.0,byCorr,25002.0,,1435915883,0.976047904192,-65.3453212367,100-099,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.6083421901,55.7191552038
37,,1020,,7736,,,,2G,EDGE,2,,,-109.0,,,0.98717,1.0,,7736-1020,1.0,byCorr,,0.91,1435915698,0.196974522293,,101-100,100,101,,,,
14945,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-103.0,1.4359095096e+12,Andrey,0.99064,1.0,89776.0,7763-160,1.0,byCorr,25002.0,,1435909460,0.345323741007,-103.380233024,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6517202831,55.7614549594
45,,160,,7763,,,,2G,EDGE,5,,,-107.0,,,0.98965,1.0,,7763-160,1.0,byCorr,,0.5,1435909946,0.315959477316,,151-219,219,151,,,,
43,,160,,7763,,,,2G,EDGE,5,,,-104.0,,,0.9923,1.0,,7763-160,1.0,byCorr,,0.68,1435910902,0.279826139089,,151-219,219,151,,,,
16045,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-104.533521349,1.43591563717e+12,Anna,0.97628,1.0,91164.0,7763-160,1.0,byCorr,25002.0,,1435912001,0.381294964029,-104.533521349,151-219,219,151,630943405.0,151-219-201507031226-Anna-move.csv,37.6512606507,55.7618151667
15018,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-51.0,1.43590958336e+12,Andrey,0.96861,1.0,89849.0,7763-640,1.0,byCorr,25002.0,,1435909460,0.94964028777,-51.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6409158108,55.7669395696
82,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.9755,1.0,,7763-640,1.0,byCorr,,0.81,1435909946,0.912818132591,,151-219,219,151,,,,
82,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.97645,1.0,,7763-640,1.0,byCorr,,0.9,1435910406,0.898362161335,,151-219,219,151,,,,
77,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.97597,1.0,,7763-640,1.0,byCorr,,0.88,1435910902,0.876524867063,,151-219,219,151,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-81.0,,,0.9854,1.0,,7763-640,1.0,byCorr,,0.84,1435910194,0.520070086015,,219-151,151,219,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-83.0,,,0.98984,1.0,,7763-640,1.0,byCorr,,0.76,1435910663,0.53300124533,,219-151,151,219,,,,
123,,160,,7763,,,,2G,EDGE,3,,,-57.0,,,0.97118,1.0,,7763-160,1.0,byCorr,,0.97,1435910194,0.944836670179,,219-151,151,219,,,,
118,,160,,7763,,,,2G,EDGE,3,,,-58.0,,,0.98028,1.0,,7763-160,1.0,byCorr,,0.98,1435910663,0.944874060981,,219-151,151,219,,,,
