,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,index,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
44,,1000,,7736,,,,2G,EDGE,5,,,-96.0,,,0.993546208989,1.0,,7736-1000,1.0,byCorr,,0.46,1435850455,0.405085110967,,099-098,98,99,,,,
42,,1000,,7736,,,,2G,EDGE,5,,,-102.0,,,0.990446950137,1.0,,7736-1000,1.0,byCorr,,-0.04,1435850763,0.402714932127,,099-098,98,99,,,,
44,,1000,,7736,,,,2G,EDGE,5,,,-103.0,,,0.982109465404,1.0,,7736-1000,1.0,byCorr,,0.43,1435851060,0.382417582418,,099-098,98,99,,,,
46,,1000,,7736,,,,2G,EDGE,5,,,-101.0,,,0.981770796519,1.0,,7736-1000,1.0,byCorr,,0.55,1435904316,0.426943426943,,099-098,98,99,,,,
8400,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-55.0,1.43585083965e+12,Andrey,0.450891042901,1.0,53668.0,7736-340,1.0,byCorr,25002.0,,1435850763,0.868131868132,-55.0,099-098,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.610107782,55.7289356252
9033,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-61.3589378729,1.43591616157e+12,Andrey,0.539993008873,1.0,54616.0,7736-340,1.0,byCorr,25002.0,,1435916076,0.846153846154,-61.3589378729,099-098,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.60970603,55.7287720369
19,,1010,,7736,,,,2G,EDGE,5,,,-64.0,,,0.984636834592,1.0,,7736-1010,1.0,byCorr,,0.8,1435915305,0.904721213416,,099-100,100,99,,,,
9525,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-65.0,1.43591657024e+12,Andrey,0.976086645326,1.0,56711.0,7736-1010,1.0,byCorr,25002.0,,1435916431,0.940397350993,-65.0,099-100,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.587368465,55.7085034131
50,,1000,,7736,,,,2G,EDGE,3,,,-100.0,,,0.988104067974,1.0,,7736-1000,1.0,byCorr,,0.51,1435851320,0.270512964418,,099-100,100,99,,,,
48,,1000,,7736,,,,2G,EDGE,3,,,-107.0,,,0.994851570802,1.0,,7736-1000,1.0,byCorr,,0.92,1435915305,0.277756135567,,099-100,100,99,,,,
62,,1010,,7736,,,,2G,EDGE,3,,,-105.0,,,0.945827791833,1.0,,7736-1010,1.0,byCorr,,0.71,1435904128,0.344686299616,,100-099,99,100,,,,
64,,1010,,7736,,,,2G,EDGE,3,,,-108.0,,,0.954142659977,1.0,,7736-1010,1.0,byCorr,,0.93,1435915883,0.351243781095,,100-099,99,100,,,,
9925,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-59.0,1.43590428176e+12,Andrey,0.975503758549,1.0,58237.0,7736-1000,1.0,byCorr,25002.0,,1435904128,0.933333333333,-59.0,100-099,99,100,828403345.0,100-099-201507030915-Andrey-move.csv,37.6085088597,55.7184514929
9925,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-59.0,1.43590428176e+12,Andrey,0.975503758549,1.0,58237.0,7736-1000,1.0,byCorr,25002.0,,1435904128,0.939393939394,-59.0,100-099,99,100,828403345.0,100-099-201507030915-Andrey-move.csv,37.6085088597,55.7184514929
10090,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-65.7019103338,1.43591603642e+12,Andrey,0.956204653585,1.0,58647.0,7736-1000,1.0,byCorr,25002.0,,1435915883,0.945454545455,-65.0410562499,100-099,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.6084555687,55.7186764988
10090,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-66.9976933108,1.43591603642e+12,Andrey,0.956204653585,1.0,58647.0,7736-1000,1.0,byCorr,25002.0,,1435915883,0.951515151515,-66.9976933108,100-099,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.6084555687,55.7186764988
36,,1020,,7736,,,,2G,EDGE,2,,,-110.0,,,0.986134808083,1.0,,7736-1020,1.0,byCorr,,0.88,1435915698,0.197731755424,,101-100,100,101,,,,
44,,160,,7763,,,,2G,EDGE,5,,,-108.0,,,0.994839334529,1.0,,7763-160,1.0,byCorr,,0.72,1435909460,0.290968942321,,151-219,219,151,,,,
43,,160,,7763,,,,2G,EDGE,5,,,-105.0,,,0.995764236643,1.0,,7763-160,1.0,byCorr,,0.68,1435909946,0.3050486618,,151-219,219,151,,,,
41,,160,,7763,,,,2G,EDGE,5,,,-106.0,,,0.994025366456,1.0,,7763-160,1.0,byCorr,,0.69,1435910902,0.276578863853,,151-219,219,151,,,,
16043,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-103.0,1.43591563509e+12,Anna,0.978248744348,1.0,91162.0,7763-160,1.0,byCorr,25002.0,,1435912001,0.36496350365,-103.0,151-219,219,151,630943405.0,151-219-201507031226-Anna-move.csv,37.6515072297,55.7616219017
76,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.972842523363,1.0,,7763-640,1.0,byCorr,,0.9,1435909460,0.889375506894,,151-219,219,151,,,,
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.974314849294,1.0,,7763-640,1.0,byCorr,,0.73,1435909946,0.904146947943,,151-219,219,151,,,,
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.976478307761,1.0,,7763-640,1.0,byCorr,,0.88,1435910406,0.889479530308,,151-219,219,151,,,,
75,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.976326912493,1.0,,7763-640,1.0,byCorr,,0.89,1435910902,0.874695863747,,151-219,219,151,,,,
81,,640,,7763,,,,2G,EDGE,3,,,-81.0,,,0.986203807344,1.0,,7763-640,1.0,byCorr,,0.86,1435910194,0.534395424837,,219-151,151,219,,,,
82,,640,,7763,,,,2G,EDGE,3,,,-84.0,,,0.990389134926,1.0,,7763-640,1.0,byCorr,,0.82,1435910663,0.548137626263,,219-151,151,219,,,,
126,,160,,7763,,,,2G,EDGE,3,,,-68.0,,,0.984269800726,1.0,,7763-160,1.0,byCorr,,0.97,1435910194,0.979058159722,,219-151,151,219,,,,
123,,160,,7763,,,,2G,EDGE,3,,,-67.0,,,0.984152351634,1.0,,7763-160,1.0,byCorr,,0.98,1435910663,0.986111111111,,219-151,151,219,,,,
