,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
35,,340,,7736,,,,2G,EDGE,7,,,-103.0,,,0.87123,1.0,7736-340,1.0,byCorr,,0.37,1435851203,0.257446808511,,098-099,99,98,,,,
35,,340,,7736,,,,2G,EDGE,7,,,-108.0,,,0.90637,1.0,7736-340,1.0,byCorr,,0.29,1435915183,0.308333333333,,098-099,99,98,,,,
51711,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-57.0,1.43585041593e+12,Andrey,0.97964,1.0,7736-1000,1.0,byCorr,25002.0,,1435850333,0.88,-57.0,098-099,99,98,597905036.0,098-099-201507021818-Andrey-move.csv,37.6076779577,55.7208747028
52383,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-70.8746879486,1.43585395227e+12,Anna,0.945,1.0,7736-1000,1.0,byCorr,25002.0,,1435850611,0.94,-67.0,098-099,99,98,597905036.0,098-099-201507021917-Anna-move.csv,37.6078083053,55.7201479925
52932,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-71.0,1.43591806652e+12,Anna,0.80128,1.0,7736-1000,1.0,byCorr,25002.0,,1435915183,0.94,-67.0,098-099,99,98,244724959.0,098-099-201507031306-Anna-move.csv,37.6078098089,55.7201388552
53055,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-67.0,1.4359191803e+12,Anna,0.89036,1.0,7736-1000,1.0,byCorr,25002.0,,1435916299,0.93,-67.0,098-099,99,98,244724959.0,098-099-201507031324-Anna-move.csv,37.6077822808,55.72030614
40,,1000,,7736,,,,2G,EDGE,5,,,-96.0,,,0.98133,1.0,7736-1000,1.0,byCorr,,-0.68,1435850763,0.352201257862,,099-098,98,99,,,,
43,,1000,,7736,,,,2G,EDGE,5,,,-103.0,,,0.9928,1.0,7736-1000,1.0,byCorr,,0.26,1435851060,0.352342549923,,099-098,98,99,,,,
44,,1000,,7736,,,,2G,EDGE,5,,,-103.0,,,0.98914,1.0,7736-1000,1.0,byCorr,,0.65,1435904316,0.404619673437,,099-098,98,99,,,,
41,,1000,,7736,,,,2G,EDGE,5,,,-105.0,,,0.98851,1.0,7736-1000,1.0,byCorr,,0.87,1435916076,0.406690561529,,099-098,98,99,,,,
53667,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-55.369955544,1.43585083863e+12,Andrey,0.4913,1.0,7736-340,1.0,byCorr,25002.0,,1435850763,0.860215053763,-55.369955544,099-098,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.6099001002,55.7288510599
54616,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-59.6355566632,1.43591616157e+12,Andrey,0.55923,1.0,7736-340,1.0,byCorr,25002.0,,1435916076,0.849462365591,-59.6355566632,099-098,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.60970603,55.7287720369
56258,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-65.2833182279,1.43585145931e+12,Andrey,0.98375,1.0,7736-1010,1.0,byCorr,25002.0,,1435851320,0.980392156863,-67.0,099-100,100,99,597905036.0,099-100-201507021835-Andrey-move.csv,37.5864438768,55.7079750758
56563,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-65.0,1.43591544551e+12,Andrey,0.97875,1.0,7736-1010,1.0,byCorr,25002.0,,1435915305,0.954248366013,-65.0,099-100,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.5869577339,55.70826871
50,,1000,,7736,,,,2G,EDGE,3,,,-100.0,,,0.98153,1.0,7736-1000,1.0,byCorr,,0.36,1435851320,0.266976847236,,099-100,100,99,,,,
56474,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-105.0,1.4359153551e+12,Andrey,0.99298,1.0,7736-1000,1.0,byCorr,25002.0,,1435915305,0.307189542484,-105.0,099-100,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6050698966,55.7142101455
56474,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-105.0,1.4359153551e+12,Andrey,0.99298,1.0,7736-1000,1.0,byCorr,25002.0,,1435915305,0.313725490196,-105.0,099-100,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6050698966,55.7142101455
70,,1010,,7736,,,,2G,EDGE,3,,,-99.0,,,0.94271,1.0,7736-1010,1.0,byCorr,,0.62,1435904128,0.40119760479,,100-099,99,100,,,,
63,,1010,,7736,,,,2G,EDGE,3,,,-107.0,,,0.94725,1.0,7736-1010,1.0,byCorr,,0.94,1435915883,0.340877069391,,100-099,99,100,,,,
58649,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-67.1846367481,1.43591603857e+12,Andrey,0.96232,1.0,7736-1000,1.0,byCorr,25002.0,,1435915883,0.958083832335,-69.0,100-099,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.6084027549,55.7188994888
37,,1020,,7736,,,,2G,EDGE,2,,,-109.0,,,0.98717,1.0,7736-1020,1.0,byCorr,,0.91,1435915698,0.196974522293,,101-100,100,101,,,,
40,,160,,7763,,,,2G,EDGE,5,,,-107.0,,,0.97671,1.0,7763-160,1.0,byCorr,,0.59,1435909460,0.264635350543,,151-219,219,151,,,,
40,,160,,7763,,,,2G,EDGE,5,,,-106.0,,,0.91929,1.0,7763-160,1.0,byCorr,,0.83,1435910406,0.257793764988,,151-219,219,151,,,,
40,,160,,7763,,,,2G,EDGE,5,,,-105.0,,,0.87702,1.0,7763-160,1.0,byCorr,,0.68,1435910902,0.257793764988,,151-219,219,151,,,,
91158,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-99.0,1.4359156309e+12,Anna,0.94906,1.0,7763-160,1.0,byCorr,25002.0,,1435912001,0.330935251799,-99.0,151-219,219,151,630943405.0,151-219-201507031226-Anna-move.csv,37.6520037862,55.7612329398
78,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.97493,1.0,7763-640,1.0,byCorr,,0.83,1435909460,0.89825282631,,151-219,219,151,,,,
89981,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-51.0,1.43591006961e+12,Andrey,0.9655,1.0,7763-640,1.0,byCorr,25002.0,,1435909946,0.956834532374,-51.0,151-219,219,151,77603657.0,151-219-201507031052-Andrey-move.csv,37.6408357878,55.7669454972
82,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.97645,1.0,7763-640,1.0,byCorr,,0.9,1435910406,0.898362161335,,151-219,219,151,,,,
77,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.97597,1.0,7763-640,1.0,byCorr,,0.88,1435910902,0.876524867063,,151-219,219,151,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-82.0,,,0.95636,1.0,7763-640,1.0,byCorr,,0.95,1435909691,0.51999685089,,219-151,151,219,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-83.0,,,0.96375,1.0,7763-640,1.0,byCorr,,0.76,1435910663,0.53300124533,,219-151,151,219,,,,
115,,160,,7763,,,,2G,EDGE,3,,,-67.0,,,0.98068,1.0,7763-160,1.0,byCorr,,0.97,1435909691,0.951769406393,,219-151,151,219,,,,
124,,160,,7763,,,,2G,EDGE,3,,,-59.0,,,0.98074,1.0,7763-160,1.0,byCorr,,0.98,1435910663,0.986301369863,,219-151,151,219,,,,
